date	AFG	ALB	DZA	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BOL	BWA	BRA	BGR	BFA	BDI	CPV	KHM	CMR	CAN	CAF	TCD	CHL	HKG	MAC	CHN	COL	COM	COD	COG	CRI	CIV	HRV	CYP	CZE	CSK	DNK	DMA	DOM	ECU	EGY	SLV	GNQ	EST	ETH	EMU	FJI	FIN	FRA	PYF	NCL	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRD	GLP	GTM	GUF	GNB	GUY	HTI	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KOR	KWT	KGZ	LVA	LBN	LSO	LBR	LBY	LTU	LUX	MKD	MDG	MWI	MYS	MDV	MLI	MLT	MTQ	MUS	MEX	MDA	MNG	MNE	MAR	MMR	NAM	NPL	NLD	ANT	NZL	NIC	NGA	NOR	OMN	PAK	PAN	PNG	PRY	PER	PHL	POL	PRT	QAT	REU	ROU	RUS	RWA		WSM	STP	SAU	SEN	SRB	SYC	SLE	SGP	SVK	SVN	SLB	ZAF	ESP	LKA	KNA	LCA	VCT	SDN	SUR	SWZ	SWE	CHE	SYR	TWN	TJK	TZA	THA	TLS	TGO	TON	TTO	TUN	TUR	UGA	UKR	ARE	GBR	USA	URY	VUT	VEN	VNM	YMN	YMD	YUG	ZMB
2/28/1966	3,290,000.00			525,000,000.00			154,600,000.00			233,744,037.43	138,230,769.10				9,479,142.96				1,877,275.68			131,000,000.00			46,857.14		4,602,857.14	14,483,589.98	748,846,797.35	3,101,585.91	2,807,751.45	52,900,000.00	89,424,776.36			56,000,000.00			2,366,999.77	13,600,000.00	24,037,290.78		7,235,197.12			218,324,805.74		15,240,000.00	12,223,164.00	49,909,999.98				10,699,999.99			116,562,499.92	946,919,826.02			8,284,499.20	2,284,804.57		1,559,249,998.83	245,126,889.09		29,599,999.97		3,483,854.76	21,110,000.00			9,059,144.02	3,860,000.00	13,404,999.99		10,232,558.14	195,300,195.15	69,000,000.00	144,528,052.66	66,023,973.71	48,439,980.71	48,000,000.00	612,799,999.39	20,607,991.77	775,833,332.56	3,446,798.63		226,700,000.00	21,000,000.00	106,959,957.41					10,480,000.00	71,679,971.53				6,035,980.92	2,618,002.10	98,653,477.96			3,289,998.69	4,219,110.16	420,000.42	116,479,999.88				45,252,534.80	19,782,019.77			659,392,264.72	50,269,109.40	99,694,936.31	27,990,000.00	70,139,971.97	120,679,951.62		45,780,045.74	6,854,412.67		3,220,000.00	59,955,257.27	65,128,205.08	138,250,000.03	45,704,347.78	15,170,857.51						436,602.29		114,121,981.61	14,283,619.31			10,163,995.94	84,606,790.70				124,179,950.38	111,999,999.89	31,920,000.00		563,498.59		16,712,516.04	5,888,594.16		320,690,634.76	254,976,617.42	24,293,193.72	48,249,999.95		20,610,000.00	63,173,076.86		3,619,877.24		34,241,581.05	10,495,238.10	34,700,000.00	1,651,966.96		17,850,017.84	1,128,399,550.67	2,599,000,000.00	16,800,000.00		185,617,977.57			14,839,994.09	102,600,000.00	41,719.98
3/30/1966	4,620,000.00			403,000,000.00			154,900,000.00			285,936,045.78	136,999,999.87				7,034,982.41				1,795,545.08			134,000,000.00			117,714.29		5,717,142.86	12,270,918.33	902,931,179.44	2,489,278.41	2,827,983.51	67,500,000.00	103,774,740.48			47,400,000.00			530,501.96	13,800,000.00	24,525,513.53		9,410,796.25			205,873,921.59		13,600,000.00	14,234,776.00	59,569,999.97				7,600,000.00			140,624,999.90	915,322,073.54			9,181,764.63	3,836,007.67		1,701,499,998.72	29,695,371.71		32,666,666.64		7,287,738.04	33,580,000.00			9,794,142.18	2,700,000.00	15,209,999.99		12,093,023.26	202,020,201.86	68,000,000.00	137,702,970.16	65,659,973.85	44,799,982.16	35,100,000.00	721,599,999.28	23,911,990.45	763,611,110.35	2,749,598.91		210,200,000.00	21,000,000.00	108,919,956.63					14,760,000.00	86,519,965.63				8,952,696.54	3,290,002.63	106,493,489.45			3,393,598.65	4,269,747.58	693,000.69	104,719,999.90				43,869,269.54	24,003,023.98			625,966,850.38	42,686,321.80	101,224,426.27	14,570,000.00	65,519,973.82	126,279,949.38		49,980,049.94	5,641,257.80		4,440,000.00	63,646,532.44	73,076,923.02	200,750,000.05	56,626,086.90	15,009,710.31						239,157.94		114,799,263.40	14,405,168.51			9,365,996.26	94,406,805.07				142,659,942.99	131,166,666.54	31,500,000.00		637,581.74		25,872,812.63	8,116,710.88		365,150,457.54	263,209,046.32	28,926,701.58	39,749,999.96		19,530,000.00	59,423,076.87		3,901,229.77		39,608,234.30	10,038,095.25	25,100,000.00	1,815,763.68		20,370,020.35	1,290,799,486.00	2,616,000,000.00	19,300,000.00		198,876,404.54			17,639,992.98	86,000,000.00	66,079.97
4/29/1966	5,940,000.00			431,000,000.00			140,900,000.00			291,200,046.63	141,807,692.17				4,794,988.01				489,774.06			144,000,000.00			1,837,714.28		4,960,000.00	8,277,181.62	844,053,879.09	3,085,576.58	4,101,857.76	65,600,000.00	102,724,743.10			37,300,000.00			2,857,015.35	10,000,000.00	21,917,389.20		7,545,997.00			200,661,923.58		7,940,000.00	12,744,672.00	76,819,999.97				7,844,000.00			132,499,999.91	959,477,907.14			6,938,465.85	2,912,005.82		1,645,249,998.77	52,247,045.50		24,866,666.64		3,581,078.61	16,880,000.00			7,682,480.79	2,800,000.00	14,359,999.99		10,930,232.56	99,866,666.58	47,000,000.00	90,429,042.81	66,583,973.49	49,839,980.15	38,500,000.00	699,199,999.30	22,567,990.99	797,777,776.98	2,225,999.11		183,400,000.00	24,000,000.00	99,399,960.42					10,920,000.00	74,199,970.53				8,588,107.08	5,418,004.34	106,493,489.45			3,063,198.78	4,948,289.06	210,000.21	75,119,999.92				27,862,914.44	17,325,017.31			698,618,784.02	50,057,003.45	116,380,281.30	17,200,000.00	62,719,974.94	136,359,945.34		44,100,044.07	6,593,307.61		5,730,000.00	69,313,944.82	73,846,153.79	246,750,000.06	41,739,130.39	12,845,733.67						59,789.49		112,428,777.14	15,142,181.37			11,073,995.57	86,893,460.72				150,919,939.69	106,499,999.90	38,010,000.00		659,748.35		22,915,099.31	7,957,559.68		411,156,708.95	280,817,297.03	18,036,649.22	53,499,999.95		17,050,000.00	52,115,384.57		3,501,884.53		36,749,908.11	8,666,666.67	22,700,000.00	2,106,957.86		19,320,019.30	1,097,599,562.94	2,569,000,000.00	19,100,000.00		184,719,101.17			13,159,994.76	108,100,000.00	63,419.97
5/29/1966	2,840,000.00			552,000,000.00			136,600,000.00			253,344,040.57	148,576,922.93				2,887,492.78				938,599.54			138,000,000.00			6,258,399.99		7,240,000.00	8,973,827.73	827,938,221.06	2,493,410.07	1,897,603.41	77,200,000.00	98,524,753.61			43,400,000.00			4,284,910.92	8,300,000.00	14,446,271.11		8,329,996.68			175,181,044.39		14,200,000.00	14,670,652.00	29,439,999.99				6,540,000.00			126,562,499.91	948,742,773.28			6,978,283.50	1,433,602.87		1,707,749,998.72	30,956,024.28		22,466,666.64		2,971,404.03	15,650,000.00			7,606,647.65	3,800,000.00	9,730,000.00		8,837,209.30	101,466,666.58	50,000,000.00	113,280,527.94	69,971,972.14	65,239,974.02	34,900,000.00	723,199,999.28	21,503,991.41	864,722,221.36	2,354,799.06		178,800,000.00	19,000,000.00	106,399,957.63					9,750,000.00	87,639,965.19				7,089,239.34	4,438,003.55	111,066,829.49			1,607,199.36	3,718,812.41	3,864,003.86	75,039,999.92				24,305,946.64	22,449,022.43			620,994,474.69	43,799,878.02	78,560,165.99	7,350,000.00	73,359,970.69	118,719,952.41		35,490,035.46	5,687,570.49		5,400,000.00	64,802,386.28	85,384,615.32	119,750,000.03	49,739,130.39	16,552,119.19						151,559.39		108,365,086.40	13,303,628.20			5,767,997.70	94,733,472.21				122,779,950.94	93,833,333.24	27,720,000.00		511,582.05		14,472,694.30	8,222,811.67		305,612,955.73	275,786,368.26	11,806,282.73	49,499,999.95		16,740,000.00	47,548,076.88		3,668,699.92		36,108,243.05	13,580,952.39	15,200,000.00	1,835,363.29		20,160,020.14	1,150,799,541.75	2,426,000,000.00	15,100,000.00		193,932,584.31			18,199,992.75	100,800,000.00	51,659.98
6/28/1966	5,910,000.00			510,000,000.00			139,900,000.00			274,624,043.97	132,384,615.26				2,753,326.45				530,318.01			175,000,000.00			3,363,428.57		6,697,142.86	7,628,420.55	915,905,497.16	2,692,383.72	1,362,509.34	69,500,000.00	118,124,704.59			42,200,000.00			3,345,082.81	6,400,000.00	17,908,431.13		4,656,398.15			193,712,592.89		11,960,000.00	18,421,652.00	35,879,999.98				7,140,000.00			131,249,999.91	729,584,002.85			8,281,119.63	974,401.95		1,537,249,998.85	10,225,293.09		18,099,999.98		2,728,344.40	13,460,000.00			5,634,985.91	2,400,000.00	11,979,999.99		8,837,209.30	142,533,333.21	60,000,000.00	68,778,877.82	73,247,970.83	53,199,978.82	31,700,000.00	595,199,999.40	16,155,993.55	813,611,110.30	2,570,398.98		221,900,000.00	20,000,000.00	111,439,955.62					12,940,000.00	90,159,964.19				7,696,888.42	5,348,004.28	107,800,158.03			2,598,398.97	3,643,869.02	11,172,011.16	91,839,999.91				26,282,039.86	23,814,023.80			576,519,336.60	47,246,599.65	72,303,161.62	7,270,000.00	64,959,974.04	117,879,952.75		35,910,035.88	6,091,695.61		5,410,000.00	67,114,093.96	69,999,999.95	158,750,000.04	49,008,695.60	15,032,731.34						323,975.58		112,767,418.03	12,074,933.06			5,403,997.84	93,426,803.63				162,679,934.99	83,833,333.25	33,390,000.00		590,915.19		12,893,332.82	6,472,148.54		324,750,009.89	225,019,723.35	9,738,219.90	44,499,999.96		21,700,000.00	44,423,076.88		1,945,859.15		33,949,915.11	10,838,095.25	25,600,000.00	1,667,366.65		22,470,022.45	1,181,599,529.49	2,345,000,000.00	12,700,000.00		191,685,393.30			15,399,993.87	96,600,000.00	35,279.99
7/28/1966	7,030,000.00			518,000,000.00			127,100,000.00			276,080,044.21	150,153,846.01				1,621,662.61				812,806.79			214,000,000.00			853,714.28		4,654,285.71	5,588,046.65	880,113,362.65	1,418,347.84	1,227,338.25	103,200,000.00	136,499,658.64			46,000,000.00			6,502,454.28	4,800,000.00	19,263,520.81		5,300,397.89			206,018,699.31		7,230,000.00	19,369,144.00	22,999,999.99				5,428,000.00			140,937,499.90	842,606,732.89			10,647,768.89	1,271,202.54		1,727,499,998.70	15,407,975.89		26,899,999.97		1,306,445.54	9,340,000.00			11,789,137.19	1,800,000.00	10,014,999.99		10,930,232.56	129,733,333.22	50,000,000.00	150,798,679.72	75,991,969.74	65,519,973.91	33,800,000.00	678,399,999.32	18,563,992.59	844,999,999.16	2,080,399.17		286,600,000.00	24,000,000.00	101,079,959.75					10,980,000.00	82,039,967.41				9,479,325.74	4,578,003.67	120,540,176.71			2,556,398.98	3,226,616.65	14,406,014.39	86,639,999.91				28,258,133.08	16,338,016.33			724,585,634.83	50,640,294.80	76,335,453.33	5,890,000.00	66,359,973.48	138,319,944.55		46,410,046.37	6,038,549.51		4,100,000.00	68,008,948.55	66,153,846.10	251,500,000.06	44,695,652.13	14,434,184.61						104,283.99		114,121,981.61	15,321,407.90			7,125,997.15	95,060,139.36				134,959,946.07	87,333,333.25	28,560,000.00		568,165.25		9,246,443.58	8,275,862.07		362,444,207.46	285,162,190.06	11,439,790.58	49,249,999.95		25,260,000.00	47,836,538.42		2,349,011.61		31,033,255.74	15,276,190.49	35,200,000.00	1,520,369.59		18,900,018.89	1,184,399,528.37	2,492,000,000.00	9,000,000.00		170,786,516.89			15,119,993.98	100,600,000.00	79,659.97
8/27/1966	9,000,000.00			582,000,000.00			98,000,000.00			273,728,043.83	148,846,153.70				1,195,830.34				404,987.93			119,000,000.00			403,428.57		8,365,714.29	7,670,471.33	869,861,948.36	2,822,765.85	724,928.39	89,900,000.00	133,874,665.20			23,800,000.00			3,361,399.79	8,300,000.00	24,501,769.55		4,275,598.30			226,866,691.37		20,960,000.00	16,717,464.00	24,609,999.99				5,516,000.00			144,062,499.90	949,350,422.37			7,249,283.88	263,200.53		1,808,749,998.64	14,567,540.84		43,533,333.29		1,859,406.20	9,170,000.00			7,536,647.82	1,620,000.00	11,509,999.99		13,488,372.09	148,533,333.20	57,000,000.00	52,937,293.68	86,183,965.68	62,719,975.02	40,000,000.00	756,799,999.24	15,707,993.73	879,166,665.79	2,270,799.10		180,900,000.00	18,000,000.00	110,599,955.96					10,780,000.00	92,679,963.19				9,803,405.26	4,928,003.95	103,226,818.00			2,217,599.12	3,526,390.20	12,054,012.04	84,799,999.92				28,455,742.41	16,128,016.12			691,436,463.59	47,670,811.55	63,821,444.59	4,160,000.00	63,279,974.71	130,619,947.64		48,720,048.68	6,177,104.65		3,970,000.00	63,534,675.62	64,871,794.82	147,250,000.04	58,330,434.72	15,424,088.82						301,728.33		114,121,981.61	14,215,076.22			5,543,997.78	94,080,137.92				142,659,942.99	89,333,333.25	26,250,000.00		635,248.41		15,276,732.88	7,374,005.31		357,804,921.61	304,371,190.84	8,638,743.46	43,499,999.96		23,090,000.00	53,990,384.56		2,166,685.41		33,308,250.05	13,771,428.58	55,100,000.00	2,477,950.44		20,580,020.56	1,299,199,482.66	2,693,000,000.00	2,800,000.00		204,044,943.87			17,639,992.98	106,200,000.00	68,459.97
9/26/1966	6,180,000.00			607,000,000.00			96,700,000.00			290,080,046.45	140,423,076.79				1,656,662.52				606,916.56			127,000,000.00			348,571.43		4,725,714.29	7,724,024.77	941,844,732.85	776,853.20	639,285.44	67,600,000.00	129,674,675.71			39,900,000.00			5,017,176.91	8,400,000.00	37,790,671.23		4,734,798.11			205,150,032.98		9,470,000.00	14,390,424.00	50,829,999.98				8,076,000.00			136,562,499.91	919,980,716.54			8,375,448.55	291,200.58		1,718,749,998.71	12,466,453.22		47,466,666.62		828,428.25	12,790,000.00			10,394,974.01	1,980,000.00	10,749,999.99		13,023,255.81	119,066,666.56	68,000,000.00	104,369,636.86	94,303,962.45	72,799,971.01	42,600,000.00	675,199,999.32	13,999,994.41	849,999,999.15	2,122,399.15		194,300,000.00	20,000,000.00	114,799,954.29					13,840,000.00	86,799,965.52				7,413,318.85	2,618,002.10	101,920,149.41			2,091,599.17	3,609,435.57	10,437,010.43	98,399,999.90				35,174,459.36	7,980,007.97			703,314,916.62	50,057,003.45	67,158,513.58	6,310,000.00	69,159,972.36	146,999,941.07		62,790,062.74	4,811,738.94		3,710,000.00	76,957,494.41	65,128,205.08	198,250,000.05	56,104,347.77	15,562,214.98						239,157.94		117,508,390.56	9,386,976.15			2,897,998.84	92,446,802.19				165,059,934.04	138,833,333.20	11,970,000.00		965,414.25		16,425,359.41	8,063,660.48		404,004,476.58	296,367,440.52	7,931,937.17	48,499,999.95		24,640,000.00	53,653,846.10		1,501,106.96		31,208,255.30	7,409,523.82	52,100,000.00	1,880,162.39		18,480,018.47	1,447,599,423.57	2,627,000,000.00	7,400,000.00		202,471,910.16			13,439,994.65	95,200,000.00	57,259.98
10/26/1966	5,280,000.00			681,000,000.00			117,900,000.00			255,472,040.91	156,307,692.16				1,691,662.44				484,817.25			163,000,000.00			273,142.86		6,171,428.57	15,958,567.93	906,254,270.15	3,874,497.89	1,199,922.70	82,200,000.00	114,274,714.22			46,600,000.00			4,403,756.72	21,900,000.00	37,815,745.79		5,588,797.77			223,826,359.20		9,480,000.00	11,600,708.00	62,329,999.97				10,799,999.99			161,874,999.89	1,011,938,278.25			11,029,592.52	151,200.30		2,011,749,998.49	21,010,876.21		51,599,999.95		759,561.36	14,530,000.00			16,823,291.27	3,000,000.00	9,000,000.00		21,860,465.12	139,066,666.55	59,000,000.00	112,066,006.49	60,731,975.82	57,679,977.03	41,400,000.00	687,999,999.31	16,127,993.56	1,091,111,110.02	2,013,199.20		209,900,000.00	32,000,000.00	125,719,949.94					13,620,000.00	88,479,964.86				10,451,564.28	3,402,002.72	104,533,486.58			2,654,398.94	7,943,999.05	5,754,005.75	133,599,999.87				46,240,581.41	10,479,010.47			685,359,115.53	56,102,022.93	80,645,834.12	7,730,000.00	64,539,974.21	140,559,943.66		67,620,067.57	6,569,976.13		3,130,000.00	72,520,507.08	55,384,615.34	370,750,000.09	99,965,217.29	17,219,729.01						1,031,716.24		120,894,799.51	3,676,530.84			11,605,995.36	100,940,147.98				141,539,943.44	163,166,666.51	34,650,000.00		674,331.65		19,842,523.34	6,843,501.33		438,412,513.35	305,971,940.90	23,743,455.50	51,999,999.95		27,900,000.00	60,048,076.87		2,985,666.25		37,508,239.55	14,400,000.01	80,000,000.00	1,394,372.11		23,940,023.92	1,271,199,493.81	2,716,000,000.00	18,600,000.00		215,056,179.82			15,959,993.64	157,800,000.00	57,259.98
11/25/1966	4,610,000.00			483,000,000.00			135,300,000.00			287,056,045.96	124,923,076.80				1,504,996.24				1,090,772.72			97,000,000.00		1,296,000.00	133,714.29	49,600.00	3,514,285.71	15,941,441.27	916,283,465.42	1,106,932.31	412,069.69	80,600,000.00	127,399,681.40			34,900,000.00			1,575,560.59	7,400,000.00	33,813,954.24		6,154,397.55			196,752,925.07		9,180,000.00	15,803,638.00	45,309,999.98				12,987,999.99		2,020,000.00	114,062,499.92	883,116,671.97			5,348,826.21	520,801.04		1,749,499,998.69	24,232,543.89	397,599.84	52,599,999.95		690,694.46	23,180,000.00	187,561.02	157,217.39	5,932,485.17	4,020,000.00	11,144,999.99		5,813,953.49	138,266,666.55	49,000,000.00	74,508,250.75	42,307,983.15	59,359,976.36	57,600,000.00	660,799,999.34	17,331,993.08	579,999,999.42	1,971,199.22		22,259,991.08	18,000,000.00	132,719,947.15					16,260,000.00	96,039,961.85				5,752,411.35	4,200,003.36	94,733,472.21			1,447,599.42	901,346.14	4,263,004.26	100,879,999.90				34,581,631.40	7,980,007.97			682,320,441.50	52,708,327.78	81,062,967.74	7,150,000.00	74,479,970.24	140,699,943.60		54,180,054.14	5,108,031.33		2,590,000.00	76,621,923.94	59,743,589.70	101,750,000.03	24,104,347.80	16,920,455.64				540,000.00		116,798.06		166,666,666.54				4,647,998.14	85,913,459.28				129,219,948.36	109,999,999.89	30,030,000.00		412,415.64		20,445,552.27	8,010,610.08		346,786,617.70	254,290,581.68	8,769,633.51	45,249,999.96		25,150,000.00	59,663,461.48		4,557,006.02		35,349,911.61	6,228,571.43	51,200,000.00	1,772,364.55		24,360,024.34	1,315,999,475.97	2,526,000,000.00	15,100,000.00		264,269,662.98			16,239,993.53	78,600,000.00	46,899.98
12/25/1966	5,590,000.00			492,000,000.00			124,600,000.00			291,312,046.64	135,230,769.10				2,070,828.16				930,040.93			122,000,000.00		1,782,000.00	164,571.43	107,617.39	3,802,857.14	12,579,814.56	797,085,878.22	2,159,312.43	4,156,878.61	80,600,000.00	126,174,684.46			39,700,000.00			3,958,739.46	14,600,000.00	27,213,806.49		6,728,397.32			209,493,364.66		11,310,000.00	13,486,628.00	56,119,999.98				15,795,999.99		1,880,000.00	107,499,999.93	903,979,290.60			10,646,946.88	2,200,804.40		1,628,749,998.78	23,952,398.88	263,199.90	35,899,999.97		1,235,553.14	24,670,000.00	154,747.97	310,260.87	5,809,985.47	2,660,000.00	12,739,999.99		8,372,093.02	118,533,333.23	47,000,000.00	215,524,752.26	40,599,983.83	56,839,977.37	59,400,000.00	689,599,999.31	20,523,991.80	802,777,776.98	1,637,999.35		20,579,991.75	19,000,000.00	115,359,954.06					12,540,000.00	81,199,967.75				10,451,564.28	4,130,003.31	91,466,800.76			2,027,199.19	2,223,995.66	1,869,001.87	111,279,999.89				33,988,803.43	11,865,011.86			615,745,855.91	49,420,685.61	125,418,176.51	16,850,000.00	65,239,973.93	126,699,949.21		51,240,051.20	5,728,700.40		2,040,000.00	53,579,418.34	64,358,974.31	149,000,000.04	43,478,260.83	15,539,193.96				450,000.00		368,470.08		153,333,333.21				9,057,996.38	87,873,462.16				149,379,940.31	121,833,333.21	30,030,000.00		548,915.29		27,997,771.72	8,275,862.07		344,853,581.93	264,123,760.64	21,204,188.49	40,499,999.96		22,500,000.00	75,192,307.62		3,461,369.74		29,341,593.30	13,485,714.30	42,900,000.00	1,787,764.24		17,010,017.00	1,273,999,492.69	2,467,000,000.00	11,600,000.00		242,921,348.37			12,599,994.98	84,000,000.00	40,459.98
1/24/1967	4,400,000.00			522,000,000.00			145,100,000.00			267,904,042.90	150,153,846.01				6,113,318.05				1,777,986.51			126,000,000.00		2,026,000.00	208,000.00	77,600.00	6,374,285.71	17,460,635.75	820,060,998.91	2,780,124.37	3,079,149.37	80,600,000.00	108,499,728.66			39,500,000.00			2,735,674.70	14,200,000.00	20,931,750.33		7,212,797.13			194,146,926.06		11,630,000.00	15,448,588.00	67,159,999.97				11,547,999.99		2,480,000.00	118,124,999.92	992,290,957.80			10,069,869.08	1,736,003.47		1,815,999,998.64	33,617,401.93	277,199.89	40,066,666.63		2,833,670.24	17,310,000.00	219,563.87	767,652.17	6,661,650.01	3,860,000.00	12,929,999.99		8,372,093.02	152,933,333.20	56,000,000.00	105,689,768.87	66,975,973.33	64,119,974.47	59,400,000.00	772,799,999.23	26,935,989.24	894,444,443.55	2,433,199.03		22,819,990.85	24,000,000.00	132,159,947.37					13,610,000.00	92,399,963.30				7,980,458.00	3,906,003.13	107,146,823.74			2,424,799.03	2,221,970.16	1,806,001.80	95,119,999.90				39,126,645.81	21,273,021.26			701,104,971.87	47,670,811.55	95,662,644.61	19,880,000.00	76,299,969.51	137,479,944.89		53,970,053.93	6,795,483.05		1,940,000.00	57,792,692.02	65,641,025.59	259,750,000.06	53,113,043.43	17,910,359.85				360,000.00		260,014.74		177,777,777.64				2,841,998.86	95,386,806.50				168,279,932.76	115,833,333.22	30,660,000.00		432,832.25		14,845,997.93	9,602,122.02		351,812,510.71	288,135,011.61	9,528,795.81	63,749,999.94		22,490,000.00	83,173,076.84		3,248,866.27		45,383,219.86	18,361,904.78	41,100,000.00	1,908,161.83		19,110,019.09	1,299,199,482.66	2,829,000,000.00	17,300,000.00		255,505,618.03			19,039,992.42	110,300,000.00	54,039.98
2/23/1967	3,200,000.00			555,000,000.00			167,900,000.00			302,400,048.42	154,192,307.54				5,471,652.99				1,618,280.47			104,000,000.00		1,985,000.00	124,571.43	104,034.78	6,217,142.86	6,100,917.37	866,793,238.05	3,285,109.35	2,949,316.16	75,400,000.00	113,574,715.97			40,300,000.00			3,042,367.28	17,600,000.00	20,026,220.82		6,971,997.22			216,732,250.79		14,580,000.00	15,868,900.00	80,499,999.97				12,503,999.99		1,200,000.00	124,062,499.91	970,010,491.30			9,426,483.74	3,259,206.52		1,866,999,998.60	47,344,507.72	391,999.84	37,799,999.96		3,974,025.02	24,570,000.00	347,170.18	152,000.00	12,687,468.28	3,440,000.00	13,554,999.99		10,697,674.42	122,399,999.89	51,000,000.00	113,729,372.82	72,575,971.10	60,759,975.81	53,100,000.00	718,399,999.28	22,875,990.86	861,111,110.25	2,993,198.81		20,299,991.86	24,000,000.00	109,199,956.52					11,980,000.00	83,999,966.64				7,818,418.24	3,976,003.18	100,940,147.98			2,531,198.99	6,704,394.92	357,000.36	98,079,999.90				46,635,800.05	13,125,013.11			671,823,203.93	51,859,904.00	87,041,883.03	18,510,000.00	79,799,968.11	151,199,939.39		48,930,048.89	4,569,270.74		4,030,000.00	64,765,100.67	69,999,999.95	155,250,000.04	58,678,260.81	15,838,467.32				430,000.00		297,556.97	469,000.00	153,333,333.21				13,271,994.70	86,893,460.72				153,579,938.63	102,333,333.23	27,930,000.00		574,581.90		13,180,489.45	7,533,156.50		400,911,619.35	283,104,082.84	13,219,895.29	57,749,999.94		19,370,000.00	62,692,307.63		2,184,678.63		38,908,236.05	10,914,285.72	43,900,000.00	1,849,363.01		22,890,022.87	1,285,199,488.23	2,704,000,000.00	13,100,000.00		238,426,966.35			10,639,995.76	104,700,000.00	36,259.99
3/25/1967	2,250,000.00			500,000,000.00			166,900,000.00			318,640,051.02	141,346,153.71				9,304,143.40				1,341,758.29			130,000,000.00		1,418,000.00	130,285.71	94,886.96	11,014,285.71	6,294,066.15	1,027,381,943.47	2,244,395.68	3,138,901.21	75,400,000.00	121,624,695.84	2,300,000.00		39,500,000.00			1,715,824.23	13,400,000.00	27,323,077.85		11,283,995.51			212,099,363.67		15,340,000.00	15,742,614.00	70,609,999.97				7,412,000.00		2,370,000.00	126,249,999.91	921,196,014.71			7,530,110.15	3,304,006.61		1,724,499,998.71	55,608,785.70	319,199.87	28,533,333.31		3,751,220.36	23,890,000.00	469,712.74	367,304.35	10,663,306.67	3,100,000.00	16,754,999.99		8,604,651.16	107,866,666.57	55,000,000.00	107,009,900.88	77,951,968.96	64,399,974.36	45,600,000.00	767,999,999.23	17,751,992.91	824,444,443.62	2,867,198.86		19,879,992.03	26,000,000.00	104,999,958.19					16,880,000.00	98,559,960.85				7,372,808.91	4,760,003.81	105,513,488.02			3,057,598.78	1,280,114.07	525,000.52	93,759,999.91				44,066,878.86	9,891,009.88			682,596,684.59	45,019,487.21	94,828,377.36	21,550,000.00	80,779,967.72	148,539,940.46		55,020,054.98	6,085,628.14		4,170,000.00	66,107,382.55	71,025,640.97	190,750,000.05	56,660,869.51	15,516,172.93				740,000.00		440,773.65	543,000.00	157,777,777.66				9,841,996.07	99,960,146.54				161,699,935.38	108,666,666.56	27,090,000.00		610,748.47		13,984,528.03	9,018,567.64		383,127,690.24	273,956,939.61	19,371,727.75	60,249,999.94		18,280,000.00	57,836,538.41		3,468,241.88		41,358,229.92	11,504,761.92	28,300,000.00	1,920,761.58		22,890,022.87	1,343,999,464.82	2,725,000,000.00	14,700,000.00		235,505,618.03			12,599,994.98	98,000,000.00	44,799.98
4/24/1967	1,640,000.00			527,000,000.00			150,900,000.00			296,128,047.42	158,538,461.39				5,757,485.60				1,059,577.02			163,000,000.00		1,013,000.00	2,041,142.86	82,817.39	8,125,714.29	7,017,660.10	998,224,732.50	2,820,104.99	5,314,186.28	75,400,000.00	130,549,673.52	2,180,000.00		49,200,000.00			5,839,899.49	10,300,000.00	25,592,860.29		12,216,395.14			212,099,363.67		16,540,000.00	17,568,135.00	55,429,999.98				6,144,000.00		3,970,000.00	142,812,499.90	1,024,293,809.67			8,941,199.92	2,279,204.56		1,883,749,998.59	23,672,253.86	204,399.92	24,333,333.31		4,302,155.53	12,530,000.00	325,902.46	456,347.83	9,006,644.15	3,080,000.00	12,919,999.99		6,279,069.77	128,666,666.56	52,000,000.00	47,485,148.47	22,091,991.20	62,999,974.91	45,500,000.00	705,599,999.29	24,723,990.13	860,555,554.70	1,497,999.40		17,359,993.04	29,000,000.00	61,599,975.47					12,490,000.00	17,919,992.88				8,304,537.51	4,158,003.33	102,900,150.85			2,813,998.88	2,104,491.34	441,000.44	79,439,999.92				35,372,068.68	10,479,010.47			739,226,518.80	57,109,526.18	86,207,615.78	13,530,000.00	78,259,968.73	148,959,940.29		51,450,051.41	6,256,197.11		5,790,000.00	59,470,544.37	68,717,948.67	323,000,000.08	49,565,217.34	12,707,607.50				2,810,000.00		504,734.49	400,000.00	93,333,333.26				4,549,998.18	92,773,469.34				156,799,937.34	105,999,999.90	28,770,000.00		719,248.20		20,847,571.56	9,018,567.64		449,237,513.68	301,855,726.45	9,476,439.79	61,249,999.94		14,370,000.00	57,644,230.71		2,636,716.66		33,016,584.11	9,942,857.15	22,700,000.00	2,046,759.06		18,690,018.68	1,276,799,491.58	2,667,000,000.00	18,500,000.00		273,033,707.93			5,879,997.66	123,000,000.00	63,839.97
