date,"Afghanistan, Islamic Republic of",Albania,Angola,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Canada,Chile,"China, P.R.: Hong Kong","China, P.R.: Mainland",Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominican Republic,Egypt,El Salvador,Estonia,Euro Area,Fiji,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guinea-Bissau,Honduras,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Latvia,Lithuania,Luxembourg,"Macedonia, FYR",Malawi,Malaysia,Mali,Malta,Mauritius,Mexico,Moldova,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Rwanda,Sao Tome and Principe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Singapore,Slovak Republic,Slovenia,Solomon Islands,South Africa,Spain,Sri Lanka,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Kingdom,United States,Uruguay,Vanuatu,"Venezuela, Republica Bolivariana de",West Bank and Gaza,Zambia
1/1/1948,,,,,,,,,,,,,,,,,,,,,,,,,"786,034,912.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1949,,,,,,,,,,,,,,,,,,,,,,,,,"839,909,297.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1950,,,,,,,,,,,,,,,,,,,,,,,,,"984,033,963.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1951,,,,,,,,,,,,,,,,,,,,,,,,,"1,208,041,105.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1952,,,,,,,,,,,,,,,,,,,,,,,,,"1,373,190,811.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1953,,,,,,,,,,,,,,,,,,,,,,,,,"1,597,071,019.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1954,,,,,,,,,,,,,,,,,,,,,,,,,"1,765,288,214.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1955,,,,,,,,,,,,,,,,,,,,,,,,,"1,837,045,342.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1956,,,,,,,,,,,,,,,,,,,,,,,,,"2,076,044,599.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"344,874,999.75",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1957,,,,,,,,,,,,,,,,,,,,,,,,,"2,218,073,527.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,757,499.71",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1958,,,,,,,,,,,,,,,,,,,,,,,,,"2,348,524,014.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"449,199,374.68",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1959,,,,,,,,,,,,,,,,,,,,,,,,,"2,527,872,588.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"483,751,249.65",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1960,,,,,,,,,,,,,,,,,,,,,,,,,"2,610,758,034.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"519,399,999.63",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1961,,,,,,,,,,,,,,,,,,,,,,,,,"2,621,407,899.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"581,780,199.59",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1962,,,,,,,,,,,,,,,,,,,,,,,,,"2,723,036,578.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,114,179.54",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1963,,,,,,,,,,,,,,,,,,,,,,,,,"3,005,026,836.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,917,499.50",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1964,,,,,,,,,,,,,,,,,,,,,,,,,"3,210,484,264.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"727,213,859.48",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1965,,,,,,,,,,,,,,,,,,,,,,,,,"3,399,980,468.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"769,862,499.45",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1966,,,,,,,,,,,,,,,,,,,,,,,,,"3,607,634,253.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"912,578,749.35",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1967,,,,,,,,,,,,,,,,,,,,,,,,,"3,929,349,435.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"963,002,249.31",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1968,,,,,,,,,,,,,,,,,,,,,,,,,"4,534,421,145.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,002,009,749.28",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1969,,,,,,,,,,,,,,,,,,,,,,,,,"5,117,796,425.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,107,809,999.21",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1970,,,,,,,,,,,,,,,,,,,,,,,,,"6,447,538,574.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,211,603,249.13",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1971,,,,,,,,,,,,,,,,,,,,,,,,,"6,873,853,522.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,263,627,249.03",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1972,,,,,,,,,,,,,,,,,,,,,,,,,"7,106,568,910.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,330,957,018.96",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1973,,,,,,,,,,,,,,,,,,,,,,,,,"8,289,656,565.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,114,239,048.58",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1974,,,,,,,,,,,,,,,,,,,,,,,,,"9,790,123,093.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,520,186,898.26",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1975,,,,,,,,,,,,,,,,,,,,,,,,,"10,911,773,918.65",,,,,,,,,,,,,,,,,"317,922,078.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,418,449,997.90",,,,,,,,,,,,,,,,,,,,,,,,
1/1/1976,,,,,,,,,,,,,,,,,,,,,,,,,"11,996,744,946.49",,,,,,,,,,,,,,,,,"356,251,659.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,523,099,997.81",,,,,,,,,,,,,,,,,,,"136,743,000,000.00",,,,,
1/1/1977,,,,,,,,,,,,,,,,,,,,,,,,,"13,005,455,957.60",,,,,,,,,,,,,,,,,"397,212,543.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,015,299,997.38",,,,,,,,,,,,,,,,,,,"162,860,000,000.00",,,,,
1/1/1978,,,,,,,,,,,,,,,,,,,,,,,,,"14,589,279,932.55",,,,,,,,,,,,,,,,,"471,217,524.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,700,699,996.78",,,,,,,,,,,,,,,,,,,"189,868,000,000.00",,,,,
1/1/1979,,,,,,,,,,,,,,,,,,,,,,,,,"18,486,903,534.36",,,,,,,,,,,,,,,,,"626,246,294.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,114,378,796.60",,,,,,,,,,,,,,,,,,,"230,060,000,000.00",,,,,
1/1/1980,,,,,,,,,,,,,,,,,,,,,,,,,"23,782,749,664.17",,,,"136,000,000.00",,,,,,,,,,,,,"736,718,750.19",,,"31,354,262,378.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,"304,625,630.09",,,,,,,,,,"42,135,243,034.58",,,,,"561,196,911.31",,,,,,,,,,,,,,,,,,,,"5,543,491,195.87",,,,,,,,,,,,,,,,,,"79,208,234,966.79","297,349,000,000.00",,,,,
1/1/1981,,,,,,,,,,,,,,,,,,,,,,,,,"30,071,268,260.45",,,,"140,000,000.00",,,,,,,,,,,,,"550,149,185.35",,,"32,197,977,661.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,"474,512,777.27",,,,,,,,,,"40,235,770,727.26",,,,,"580,628,497.73",,,,,,,,,,,,,,,,,,,,"6,063,319,994.20",,,,"24,357,819.98",,,,,,,,,,,,,,"85,720,715,955.07","239,080,000,000.00",,,,,
1/1/1982,,,,,,,,,,,,,,,,,,,,,,,,,"30,473,766,089.53",,,,"170,000,000.00",,,,,,,,,,,,,"670,950,671.08",,,"32,613,086,485.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,"816,783,699.14",,,,,,,,,,"39,737,473,819.68",,,,,"618,797,845.28",,,,,,,,,,,,,,,,,,,,"7,324,095,300.00",,,,"18,303,270.00","5,757,762,698.71",,,,,,,,,,,,,"84,016,965,447.96","295,981,000,000.00",,,,,
1/1/1983,,,,,,,,,,,,,,,,,,,,,,,,,"35,829,730,019.15",,,,"274,000,000.00",,,,,,,,,,,,,"753,528,399.44",,,"31,477,714,968.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,168,370,183.97",,,,,,,,,,"39,120,900,649.09",,,,,"646,967,566.15",,,,,,,,,,,,,,,,,,,,"7,482,631,200.00",,,,"15,304,080.00","6,624,171,979.33","19,118,605,193.45",,,,,,,,,,,,"83,878,043,742.18","351,325,000,000.00","24,000,000.00",,,,
1/1/1984,,,,,,,,,,,,,,,,,,,,,,,,,"39,940,600,121.08",,,,"295,000,000.00",,,,,,,,,,,,,"1,306,278,713.63",,,"32,087,357,052.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"281,237,113.40",,,,,,,,,,"39,943,935,765.60",,,,,"667,106,855.95",,,,,,,,,,,,,,,,,,,,"8,520,769,400.00",,,,"11,839,300.00","7,341,898,882.03","17,849,516,441.01",,,,,,,,,,,,"86,875,123,424.88","357,920,000,000.00","22,300,000.00",,,,
1/1/1985,,,,,,,,,,,,,,,,,,,,,,,,,"43,142,955,277.28",,,,"301,000,000.00",,,,,,,,,,,,,"1,842,163,559.17",,,"42,602,689,635.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,"412,528,332.99",,,,,,,,,,"47,771,645,038.88",,,,,"1,092,779,426.31",,,,,,,,,,,,,,,,,,,,"8,905,415,977.22",,,,"8,758,399.98","10,767,513,623.53","27,870,551,422.04",,,,,,,,,,,,"100,313,302,430.56","475,693,000,000.00","31,700,000.00",,,,
1/1/1986,,,,,,,,,,,,,,"15,194,258,846.82",,,,,,,,,,,"46,935,472,654.84",,,,"316,000,000.00",,,,,,,,,,,,,"2,417,605,340.01",,,"58,119,332,234.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,"535,151,747.98",,,,,,,,,,"59,351,733,576.64",,,,,"1,608,648,648.65",,,,,,,,,,,,,,,,,,,,"10,936,582,000.00",,,,"9,434,800.00","16,131,397,565.63","39,252,663,997.54",,,,,,,,,,,,"118,946,440,500.00","615,138,000,000.00","30,800,000.00",,,,
1/1/1987,,,,,,,,,,,,,,"19,606,364,527.56",,,,,,,,,,,"57,037,398,830.59",,,,"335,000,000.00",,,,,,,,,,,,,"4,534,211,860.11","51,685,393,258.43",,"75,487,195,700.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,"716,062,259.31",,,,,,,,,,"75,123,488,045.01",,,,,"2,455,034,095.47",,,,,,,,,,,,,,,,,,,,"13,420,603,150.00",,,,"20,259,665.00","23,939,808,481.53","52,209,937,402.19",,,,,,,,,,,,"162,798,042,000.00","681,751,000,000.00","27,300,000.00",,,,
1/1/1988,,,,,,,,,,,,,,"24,902,932,119.43",,,,,,,,,,,"66,876,226,209.44",,,,"371,000,000.00",,,,,,,,,,,,,"5,804,509,474.69","51,460,637,068.82",,"80,203,898,219.40",,,,,,,,"-65,000,000.00",,,,,,,,,,,,,,,,,,,,"1,146,098,037.05",,,,,,,,,,"76,586,146,536.63",,,,,"2,757,382,039.57",,,,,,,,,,,,,,,,,,,,"12,056,059,620.00",,,,"22,458,438.00","28,422,933,246.71","55,135,239,361.70",,,,,,,,,,,,"191,347,387,000.00","782,947,000,000.00",,,,,
1/1/1989,,,,,,,"36,003,641,300.00",,,"694,421,560.00",,,,"34,675,615,212.53",,,,,,,,,,,"77,605,133,010.88",,,,"392,000,000.00",,,,,,,,,,,,,"8,187,730,968.22","75,414,651,002.07",,"94,994,699,022.26",,,,,,,,"-81,000,000.00",,,,,,,,,,,,,,,,,,,,"966,596,382.20",,,,,,,,,"64,274,160.00","92,266,249,021.14",,,,,"3,505,668,934.24",,,,,,,,,,,,,,,,,,,,"13,142,685,600.00",,,,"35,409,936.00","38,220,651,999.36","63,594,633,042.35",,,,,,,,,,,,"200,568,693,000.00","929,965,000,000.00",,,,,
1/1/1990,,,,,,,"37,505,050,000.00",,,"719,421,800.00",,,,"40,635,842,814.49",,,,,,,,,,,"104,900,082,111.62",,,,"402,000,000.00",,,,,,,,,,,,,"12,187,121,629.06","110,118,931,565.61",,"124,963,186,077.64",,,,,,,,"34,116,796.24",,,,,,,,,,,,,,,,,,,,"753,285,211.92",,,,,,,,,"79,609,756.10","106,899,408,284.02",,,,,"4,402,877,697.84",,,,"122,000,000.00",,,,"66,100,000.00",,,,,,,,,,,,"15,009,801,120.00",,,,"38,282,544.00","49,491,049,491.05","75,238,440,756.46",,,,,,,,,,,,"236,118,304,000.00","853,331,000,000.00",,,,,
1/1/1991,,,,,,,"35,630,061,200.00",,,"769,422,280.00",,,,"48,385,033,578.51",,,,,,,,,,,"133,013,754,278.02",,,,"422,000,000.00",,,,,,"19,277,923,395.62",,,,,,,"13,142,753,447.86","129,903,474,903.48",,"143,573,218,997.36",,,,,,,,"23,154,483.26",,,,,,,,,,,,,,,,,,,,"762,848,751.84",,,,,,,,,"98,066,736.42","117,255,028,063.61",,,,,"5,169,931,357.78",,,,"122,000,000.00",,,,"42,800,000.00",,,,,,,,,,,,"16,102,979,760.00",,,,"51,621,696.00","53,531,060,674.56","83,171,154,555.51",,,,,,,,,,,,"239,574,936,900.00","962,582,000,000.00",,,,,
1/1/1992,,,,,,,"38,615,310,800.00",,,"822,348,320.00",,,,"55,635,925,256.18",,,,,,,,,,,"125,383,220,961.87",,,,"472,000,000.00",,,,,,"20,142,274,798.18",,,,,,,"12,197,140,133.46","158,870,425,860.35",,"148,462,825,278.81",,,,,,,,"46,961,152.88",,,,,,,,,,,,,,,,,,,,"1,057,810,107.20",,,,,,,,,"81,559,122.17","121,061,132,241.88",,,,,"4,233,663,080.37",,,,"122,000,000.00",,,,"-42,600,000.00",,,,,,,,,,,,"17,795,283,327.87",,,,"49,230,265.31","47,706,943,064.04","79,413,530,219.78",,,,,,,,,,,,"229,449,024,000.00","943,364,000,000.00",,,,,
1/1/1993,,,,,,,"45,424,607,700.00",,,"861,168,766.00",,,,"62,641,927,443.92",,,,,,,,,,,"142,060,521,616.63",,,,"592,000,000.00",,,,,"181,368,719.75","19,638,242,894.06",,,,,,,"12,897,571,095.17","159,128,148,587.91",,"156,701,616,173.32",,,,,,,,"63,307,173.34",,,,,,,,,,,,,,,,,,,,"1,437,349,620.58",,,,,,,,,"79,175,864.61","120,122,623,525.17",,,,,"5,080,473,530.19",,,,"109,010,000.00",,,,"-112,100,000.00","2,277,000,000.00",,,,,,,,,,,"17,960,264,900.66",,,,"52,626,931.57","44,559,523,092.67","97,320,513,687.06",,,,,,,,,,,,"255,644,751,600.00","1,204,611,000,000.00",,,,,
1/1/1994,,,,,,,"53,794,175,414.98",,,"1,059,878,044.56",,,,"69,540,636,042.40",,,,"484,508,800.00",,,,,,,"147,279,786,149.94",,,,"743,700,000.00",,,,,"300,434,953.12","25,480,848,265.66",,,,,,,"15,737,055,152.64","300,860,456,416.01",,"188,318,052,685.95",,,,,,,,"96,173,581.59",,,,,,,,,,,"9,719,800,000.00",,,,,"175,000.00",,,,"2,635,156,250.00",,"240,419,100.00",,,"17,790,000.00",,,,"15,803,584.03","142,953,477,638.18",,,,,,,,,"109,010,000.00",,,,"-295,600,000.00","2,272,000,000.00",,,,,,,,"166,416,216.39","724,000,000.00",,"19,104,839,847.61",,,,"108,818,964.30","59,237,418,749.58","120,709,111,704.16",,,,,,,,,,,,"285,298,437,500.00","1,234,084,000,000.00",,,,,
1/1/1995,,,,,,,"60,484,315,000.00",,,"1,043,802,225.89",,,,"80,690,022,097.57",,,,"650,111,360.00",,,,,,,"189,603,314,546.60",,,,"1,027,700,000.00",,,,,"345,466,506.28","31,013,342,949.87",,,,,,,"19,071,031,982.75","374,959,183,673.47",,"234,134,635,507.50",,,,,,,"278,066,250.81","250,620,879.96",,,,"2,867,000,000.00",,,,,,,"13,280,000,000.00",,,,"353,200,000.00","1,177,500.00",,,,,,"517,335,411.60",,,"17,790,000.00",,,,"14,804,660.73","172,672,026,925.95",,,,,,,,,"567,322,593.06",,,,"-300,700,000.00","2,420,000,000.00",,,,,,,,"138,523,453.62","855,400,000.00",,"23,301,165,181.63",,,,"135,544,893.76","69,087,741,431.62","154,396,088,657.11",,,,,,,,"28,397,139.25",,,,"330,664,600,000.00","1,493,609,000,000.00",,,,,
